Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
13963.0,3,137,2347.33,5,5,5,555,Champions
13964.0,23,24,438.90000000000003,4,2,2,422,Potential_Loyalists
13965.0,112,24,996.61,2,2,4,224,Hibernating
13966.0,71,22,390.86000000000007,3,2,2,322,About_to_Sleep
13967.0,32,4,85.6,4,1,1,411,Promising
13968.0,59,8,123.66,3,1,1,311,About_to_Sleep
13969.0,1,480,4311.93,5,5,5,555,Champions
13970.0,22,13,846.55,4,1,3,413,Promising
13971.0,59,106,1909.31,3,4,4,344,Loyal_Customers
13974.0,218,15,264.13,1,1,2,112,Hibernating
13975.0,29,414,2832.5600000000004,4,5,5,455,Loyal_Customers
13976.0,142,46,834.3800000000001,2,3,3,233,At_Risk
13977.0,47,13,519.81,3,1,3,313,About_to_Sleep
13979.0,29,352,2546.36,4,5,5,455,Loyal_Customers
13980.0,75,54,599.7800000000001,2,3,3,233,At_Risk
13981.0,51,22,331.14,3,2,2,322,About_to_Sleep
13982.0,1,142,2573.7799999999997,5,5,5,555,Champions
13983.0,2,234,4505.02,5,5,5,555,Champions
13984.0,2,77,1128.0900000000001,5,4,4,544,Champions
13985.0,10,131,2960.7300000000005,5,5,5,555,Champions
13987.0,15,46,682.54,5,3,3,533,Potential_Loyalists
13988.0,19,61,609.84,4,3,3,433,Potential_Loyalists
13989.0,100,45,759.9799999999997,2,3,3,233,At_Risk
13992.0,16,6,142.7,4,1,1,411,Promising
13993.0,15,140,3309.3500000000004,5,5,5,555,Champions
13995.0,15,144,2508.3199999999997,5,5,5,555,Champions
13996.0,22,33,895.7600000000001,4,3,3,433,Potential_Loyalists
13997.0,155,46,382.30999999999995,2,3,2,232,At_Risk
13998.0,82,31,566.7,2,2,3,223,Hibernating
13999.0,10,258,5600.450000000001,5,5,5,555,Champions
14000.0,50,34,1410.68,3,3,4,334,Need_Attention
14001.0,9,73,2487.01,5,4,5,545,Champions
14003.0,368,16,209.41,1,2,1,121,Hibernating
14004.0,29,70,1675.81,4,4,4,444,Loyal_Customers
14006.0,164,47,1234.48,2,3,4,234,At_Risk
14007.0,148,5,79.48,2,1,1,211,Hibernating
14008.0,68,32,509.04,3,2,3,323,About_to_Sleep
14009.0,98,32,404.29999999999995,2,2,2,222,Hibernating
14010.0,201,24,445.15,1,2,2,122,Hibernating
14011.0,116,32,457.82000000000005,2,2,2,222,Hibernating
14013.0,16,34,611.55,4,3,3,433,Potential_Loyalists
14014.0,12,37,1443.03,5,3,4,534,Potential_Loyalists
14016.0,32,287,7062.200000000001,4,5,5,455,Loyal_Customers
14017.0,207,14,229.75000000000003,1,1,1,111,Hibernating
14018.0,281,13,367.1500000000001,1,1,2,112,Hibernating
14020.0,112,33,606.2099999999999,2,3,3,233,At_Risk
14021.0,10,68,1084.6799999999998,5,4,4,544,Champions
14022.0,122,19,352.15,2,2,2,222,Hibernating
14024.0,26,18,318.03999999999996,4,2,2,422,Potential_Loyalists
14025.0,100,100,4057.9,2,4,5,245,At_Risk
14026.0,106,50,713.11,2,3,3,233,At_Risk
14028.0,186,9,10396.5,1,1,5,115,Hibernating
14030.0,2,623,5902.200000000001,5,5,5,555,Champions
14031.0,1,531,23712.309999999998,5,5,5,555,Champions
14032.0,2,101,1874.68,5,4,4,544,Champions
14033.0,191,1,109.44,1,1,1,111,Hibernating
14035.0,42,85,1428.6999999999998,3,4,4,344,Loyal_Customers
14037.0,114,86,689.75,2,4,3,243,At_Risk
14038.0,33,69,1509.4999999999998,4,4,4,444,Loyal_Customers
14039.0,211,4,115.08000000000001,1,1,1,111,Hibernating
14040.0,22,559,9030.65,4,5,5,455,Loyal_Customers
14042.0,361,21,431.98,1,2,2,122,Hibernating
14043.0,127,42,304.25,2,3,2,232,At_Risk
14044.0,54,642,2470.2799999999997,3,5,5,355,Loyal_Customers
14045.0,9,33,9653.28,5,3,5,535,Potential_Loyalists
14047.0,8,132,2946.42,5,5,5,555,Champions
14048.0,18,56,338.76,4,3,2,432,Potential_Loyalists
14049.0,23,593,7557.3099999999995,4,5,5,455,Loyal_Customers
14051.0,2,124,6823.610000000001,5,4,5,545,Champions
14052.0,26,69,255.44999999999993,4,4,2,442,Loyal_Customers
14053.0,33,5,312.05,4,1,2,412,Promising
14055.0,213,23,795.3199999999999,1,2,3,123,Hibernating
14057.0,17,170,2190.88,4,5,5,455,Loyal_Customers
14058.0,98,24,469.19000000000005,2,2,2,222,Hibernating
14060.0,2,68,3378.66,5,4,5,545,Champions
14061.0,143,19,917.43,2,2,3,223,Hibernating
14062.0,10,232,15139.350000000002,5,5,5,555,Champions
14063.0,74,40,22710.2,2,3,5,235,At_Risk
14064.0,66,164,1978.68,3,5,4,354,Loyal_Customers
14065.0,25,49,891.02,4,3,3,433,Potential_Loyalists
14068.0,239,87,1262.5200000000002,1,4,4,144,At_Risk
14069.0,150,42,230.06,2,3,1,231,At_Risk
14070.0,320,42,326.55,1,3,2,132,At_Risk
14072.0,302,19,390.8500000000001,1,2,2,122,Hibernating
14074.0,259,6,219.4,1,1,1,111,Hibernating
14075.0,39,38,792.61,3,3,3,333,Need_Attention
14077.0,31,14,115.66000000000001,4,1,1,411,Promising
14078.0,9,98,643.26,5,4,3,543,Champions
14079.0,318,1,243.63,1,1,1,111,Hibernating
14080.0,49,79,1070.0800000000002,3,4,4,344,Loyal_Customers
14081.0,5,789,4435.58,5,5,5,555,Champions
14082.0,28,36,231.11000000000004,4,3,1,431,Potential_Loyalists
14083.0,7,74,388.83000000000004,5,4,2,542,Champions
14084.0,148,7,150.5,2,1,1,211,Hibernating
14085.0,4,618,5656.43,5,5,5,555,Champions
14086.0,98,1,39.95,2,1,1,211,Hibernating
14087.0,40,152,651.8,3,5,3,353,Loyal_Customers
14088.0,42,93,13544.99,3,4,5,345,Loyal_Customers
14091.0,290,13,9530.080000000002,1,1,5,115,Hibernating
14092.0,10,159,3152.54,5,5,5,555,Champions
14094.0,75,47,335.21999999999997,2,3,2,232,At_Risk
14095.0,358,1,2.95,1,1,1,111,Hibernating
14097.0,117,40,422.86,2,3,2,232,At_Risk
14099.0,11,275,2661.5400000000004,5,5,5,555,Champions
14101.0,24,55,3985.14,4,3,5,435,Potential_Loyalists
14104.0,25,122,555.37,4,4,3,443,Loyal_Customers
14105.0,44,205,4722.6,3,5,5,355,Loyal_Customers
14106.0,373,1,214.79999999999998,1,1,1,111,Hibernating
14107.0,84,113,2174.0699999999997,2,4,5,245,At_Risk
14108.0,367,20,447.05,1,2,2,122,Hibernating
14110.0,71,244,7304.799999999999,3,5,5,355,Loyal_Customers
14112.0,87,166,2919.4399999999996,2,5,5,255,Cant_Loose
14113.0,11,88,5252.1900000000005,5,4,5,545,Champions
14114.0,31,59,977.5600000000001,4,3,3,433,Potential_Loyalists
14115.0,137,22,622.67,2,2,3,223,Hibernating
14118.0,64,15,458.45,3,1,2,312,About_to_Sleep
14119.0,11,11,183.37,5,1,1,511,New_Customers
14122.0,42,13,362.41999999999996,3,1,2,312,About_to_Sleep
14123.0,369,24,436.18,1,2,2,122,Hibernating
14126.0,80,28,466.33,2,2,2,222,Hibernating
14127.0,16,73,1190.3700000000001,4,4,4,444,Loyal_Customers
14128.0,187,19,286.71,1,2,2,122,Hibernating
14129.0,35,57,1467.48,4,3,4,434,Potential_Loyalists
14130.0,11,157,1398.81,5,5,4,554,Champions
14131.0,284,52,187.87000000000003,1,3,1,131,At_Risk
14133.0,369,8,305.5,1,1,2,112,Hibernating
14134.0,18,180,11123.35,4,5,5,455,Loyal_Customers
14135.0,3,122,4953.610000000001,5,4,5,545,Champions
14136.0,36,106,1570.81,4,4,4,444,Loyal_Customers
14137.0,331,11,332.7,1,1,2,112,Hibernating
14139.0,126,43,670.98,2,3,3,233,At_Risk
14142.0,9,44,671.3399999999999,5,3,3,533,Potential_Loyalists
14144.0,122,1,30.599999999999998,2,1,1,211,Hibernating
14145.0,95,14,3857.85,2,1,5,215,Hibernating
14146.0,19,246,5259.299999999999,4,5,5,455,Loyal_Customers
14147.0,24,25,2106.8,4,2,4,424,Potential_Loyalists
14148.0,50,14,309.09000000000003,3,1,2,312,About_to_Sleep
14151.0,309,44,679.45,1,3,3,133,At_Risk
14152.0,23,84,1376.05,4,4,4,444,Loyal_Customers
14153.0,119,17,233.39999999999998,2,2,1,221,Hibernating
14154.0,17,240,5115.08,4,5,5,455,Loyal_Customers
14156.0,7,2648,196566.74,5,5,5,555,Champions
14157.0,25,41,569.9,4,3,3,433,Potential_Loyalists
14159.0,15,670,3245.0,5,5,5,555,Champions
14160.0,246,107,8421.47,1,4,5,145,At_Risk
14161.0,5,202,2208.36,5,5,5,555,Champions
14163.0,98,6,148.70999999999998,2,1,1,211,Hibernating
14166.0,141,53,256.84999999999997,2,3,2,232,At_Risk
14167.0,100,69,721.6500000000001,2,4,3,243,At_Risk
14168.0,56,15,370.45,3,1,2,312,About_to_Sleep
14169.0,66,67,624.43,3,4,3,343,Loyal_Customers
14170.0,11,165,597.3299999999999,5,5,3,553,Champions
14171.0,366,6,135.0,1,1,1,111,Hibernating
14172.0,241,54,402.7199999999999,1,3,2,132,At_Risk
14173.0,277,4,135.16,1,1,1,111,Hibernating
14175.0,54,182,4456.579999999999,3,5,5,355,Loyal_Customers
14176.0,3,15,339.10999999999996,5,1,2,512,New_Customers
14177.0,17,168,1669.9299999999998,4,5,4,454,Loyal_Customers
14180.0,8,61,1570.7300000000002,5,3,4,534,Potential_Loyalists
14181.0,46,54,310.55,3,3,2,332,Need_Attention
14182.0,79,50,678.7700000000001,2,3,3,233,At_Risk
14183.0,47,35,286.28999999999996,3,3,2,332,Need_Attention
14186.0,63,104,1550.6299999999999,3,4,4,344,Loyal_Customers
14187.0,109,8,123.5,2,1,1,211,Hibernating
14189.0,4,51,1160.31,5,3,4,534,Potential_Loyalists
14190.0,302,1,79.9,1,1,1,111,Hibernating
14191.0,30,6,132.9,4,1,1,411,Promising
14192.0,24,14,293.74,4,1,2,412,Promising
14193.0,32,22,356.8,4,2,2,422,Potential_Loyalists
14194.0,28,373,7321.07,4,5,5,455,Loyal_Customers
14195.0,75,9,1603.6000000000001,2,1,4,214,Hibernating
14197.0,46,20,390.05,3,2,2,322,About_to_Sleep
14198.0,36,52,868.33,4,3,3,433,Potential_Loyalists
14199.0,59,16,906.3,3,2,3,323,About_to_Sleep
14200.0,253,21,379.2000000000001,1,2,2,122,Hibernating
14201.0,45,18,446.1,3,2,2,322,About_to_Sleep
14202.0,17,29,847.76,4,2,3,423,Potential_Loyalists
14203.0,33,16,339.34,4,2,2,422,Potential_Loyalists
14204.0,58,188,901.9300000000001,3,5,3,353,Loyal_Customers
14205.0,30,99,1947.4999999999998,4,4,4,444,Loyal_Customers
14206.0,24,51,856.8499999999999,4,3,3,433,Potential_Loyalists
14207.0,323,2,157.8,1,1,1,111,Hibernating
14208.0,187,25,415.31,1,2,2,122,Hibernating
14209.0,21,144,2919.84,4,5,5,455,Loyal_Customers
14210.0,7,227,3955.68,5,5,5,555,Champions
14211.0,47,128,2161.1899999999996,3,5,5,355,Loyal_Customers
14212.0,81,12,1119.6599999999999,2,1,4,214,Hibernating
14213.0,40,5,1192.2,3,1,4,314,About_to_Sleep
14215.0,4,84,1626.6100000000004,5,4,4,544,Champions
14216.0,50,18,310.74,3,2,2,322,About_to_Sleep
14217.0,2,81,1411.91,5,4,4,544,Champions
14219.0,45,36,543.8900000000001,3,3,3,333,Need_Attention
14220.0,203,17,882.6,1,2,3,123,Hibernating
14221.0,85,154,3084.6899999999996,2,5,5,255,Cant_Loose
14224.0,26,120,847.78,4,4,3,443,Loyal_Customers
14225.0,70,87,2037.0199999999998,3,4,4,344,Loyal_Customers
14226.0,77,31,770.3399999999999,2,2,3,223,Hibernating
14227.0,50,202,3017.75,3,5,5,355,Loyal_Customers
14228.0,73,38,745.5,2,3,3,233,At_Risk
14229.0,39,32,1046.8400000000001,3,2,4,324,About_to_Sleep
14230.0,71,33,979.8000000000001,3,3,3,333,Need_Attention
14231.0,86,19,309.91,2,2,2,222,Hibernating
14233.0,101,38,1441.5500000000002,2,3,4,234,At_Risk
14235.0,134,69,1573.1299999999999,2,4,4,244,At_Risk
14236.0,8,35,1253.7800000000002,5,3,4,534,Potential_Loyalists
14237.0,9,26,471.14,5,2,2,522,Potential_Loyalists
14238.0,298,5,287.38000000000005,1,1,2,112,Hibernating
14239.0,67,98,1882.3200000000002,3,4,4,344,Loyal_Customers
14240.0,59,19,357.15,3,2,2,322,About_to_Sleep
14241.0,332,2,120.0,1,1,1,111,Hibernating
14243.0,1,230,4842.280000000001,5,5,5,555,Champions
14244.0,296,16,366.41999999999996,1,2,2,122,Hibernating
14247.0,40,97,635.89,3,4,3,343,Loyal_Customers
14248.0,95,39,730.3699999999999,2,3,3,233,At_Risk
14249.0,46,291,5625.461,3,5,5,355,Loyal_Customers
14252.0,17,10,350.99,4,1,2,412,Promising
14253.0,129,12,363.4,2,1,2,212,Hibernating
14254.0,68,23,601.03,3,2,3,323,About_to_Sleep
14255.0,182,1,1000.63,1,1,4,114,Hibernating
14256.0,127,81,1504.93,2,4,4,244,At_Risk
14257.0,16,134,2854.7300000000005,4,5,5,455,Loyal_Customers
14258.0,31,190,19381.36,4,5,5,455,Loyal_Customers
14260.0,107,51,824.2800000000001,2,3,3,233,At_Risk
14263.0,59,16,322.93,3,2,2,322,About_to_Sleep
14264.0,15,62,1183.3900000000003,5,4,4,544,Champions
14265.0,100,48,843.1700000000001,2,3,3,233,At_Risk
14266.0,64,1,40.56,3,1,1,311,About_to_Sleep
14268.0,106,19,354.84999999999997,2,2,2,222,Hibernating
14269.0,75,16,295.73,2,2,2,222,Hibernating
14271.0,45,29,106.81000000000002,3,2,1,321,About_to_Sleep
14272.0,198,31,482.85,1,2,2,122,Hibernating
14274.0,322,15,256.6,1,1,2,112,Hibernating
14275.0,31,23,1189.3799999999999,4,2,4,424,Potential_Loyalists
14276.0,43,57,982.94,3,3,3,333,Need_Attention
14277.0,47,157,13009.61,3,5,5,355,Loyal_Customers
14278.0,45,13,205.83,3,1,1,311,About_to_Sleep
14279.0,156,3,191.86,2,1,1,211,Hibernating
14281.0,44,7,245.15,3,1,1,311,About_to_Sleep
14282.0,3,98,4120.32,5,4,5,545,Champions
14283.0,99,41,628.4399999999999,2,3,3,233,At_Risk
14284.0,289,35,704.4,1,3,3,133,At_Risk
14285.0,149,34,1374.41,2,3,4,234,At_Risk
14286.0,40,219,3851.01,3,5,5,355,Loyal_Customers
14290.0,49,50,2201.91,3,3,5,335,Need_Attention
14291.0,16,257,4020.85,4,5,5,455,Loyal_Customers
14292.0,46,93,4354.32,3,4,5,345,Loyal_Customers
14293.0,4,73,2221.37,5,4,5,545,Champions
14294.0,43,23,375.34,3,2,2,322,About_to_Sleep
14295.0,74,67,2196.71,2,4,5,245,At_Risk
14296.0,57,27,456.4,3,2,2,322,About_to_Sleep
14298.0,11,1227,39667.19,5,5,5,555,Champions
14299.0,1,197,10533.869999999999,5,5,5,555,Champions
14301.0,52,40,1352.0400000000002,3,3,4,334,Need_Attention
14302.0,66,28,742.9,3,2,3,323,About_to_Sleep
14303.0,43,22,277.93999999999994,3,2,2,322,About_to_Sleep
14304.0,15,71,1341.5600000000002,5,4,4,544,Champions
14306.0,14,13,1058.0800000000002,5,1,4,514,New_Customers
14307.0,9,130,2075.31,5,5,4,554,Champions
14308.0,185,2,1147.02,1,1,4,114,Hibernating
14309.0,49,72,1428.28,3,4,4,344,Loyal_Customers
14310.0,68,22,492.1,3,2,2,322,About_to_Sleep
14311.0,203,11,206.19,1,1,1,111,Hibernating
14312.0,14,93,1478.6999999999998,5,4,4,544,Champions
14314.0,66,2,109.80000000000001,3,1,1,311,About_to_Sleep
14315.0,200,32,716.69,1,2,3,123,Hibernating
14316.0,58,31,1370.3400000000001,3,2,4,324,About_to_Sleep
14318.0,96,9,158.02000000000004,2,1,1,211,Hibernating
14319.0,60,26,494.85,3,2,2,322,About_to_Sleep
14320.0,182,50,868.96,1,3,3,133,At_Risk
14321.0,67,56,687.3100000000001,3,3,3,333,Need_Attention
14322.0,65,13,474.1,3,1,2,312,About_to_Sleep
14324.0,45,41,701.6100000000001,3,3,3,333,Need_Attention
14325.0,205,18,245.48,1,2,1,121,Hibernating
14326.0,99,49,757.13,2,3,3,233,At_Risk
14327.0,18,94,1583.2799999999995,4,4,4,444,Loyal_Customers
14328.0,74,1,445.05,2,1,2,212,Hibernating
14329.0,11,294,4912.38,5,5,5,555,Champions
14330.0,259,13,200.63,1,1,1,111,Hibernating
14332.0,17,37,1077.2000000000003,4,3,4,434,Potential_Loyalists
14334.0,61,96,1766.27,3,4,4,344,Loyal_Customers
14338.0,172,19,339.88,2,2,2,222,Hibernating
14339.0,64,9,310.75,3,1,2,312,About_to_Sleep
14341.0,56,137,2285.04,3,5,5,355,Loyal_Customers
14342.0,68,12,249.88,3,1,1,311,About_to_Sleep
14343.0,57,238,1088.9099999999999,3,5,4,354,Loyal_Customers
14344.0,3,172,2443.77,5,5,5,555,Champions
14346.0,61,86,1294.1699999999998,3,4,4,344,Loyal_Customers
14347.0,372,6,82.60000000000001,1,1,1,111,Hibernating
14350.0,16,41,689.0999999999999,4,3,3,433,Potential_Loyalists
14353.0,46,19,285.90000000000003,3,2,2,322,About_to_Sleep
14355.0,1,60,840.05,5,3,3,533,Potential_Loyalists
14358.0,25,25,400.05999999999995,4,2,2,422,Potential_Loyalists
14361.0,214,14,214.71000000000004,1,1,1,111,Hibernating
14363.0,38,8,227.47000000000003,3,1,1,311,About_to_Sleep
14365.0,30,51,634.68,4,3,3,433,Potential_Loyalists
14366.0,161,1,136.0,2,1,1,211,Hibernating
14369.0,278,26,469.12999999999994,1,2,2,122,Hibernating
14370.0,86,44,1175.7800000000002,2,3,4,234,At_Risk
14372.0,79,38,860.0800000000002,2,3,3,233,At_Risk
14374.0,177,7,108.0,1,1,1,111,Hibernating
14375.0,86,141,875.3100000000001,2,5,3,253,Cant_Loose
14376.0,319,18,215.46,1,2,1,121,Hibernating
14378.0,257,9,131.25,1,1,1,111,Hibernating
14379.0,29,83,920.81,4,4,3,443,Loyal_Customers
14380.0,318,1,48.96,1,1,1,111,Hibernating
14381.0,87,58,428.65999999999997,2,3,2,232,At_Risk
14382.0,26,171,620.73,4,5,3,453,Loyal_Customers
14384.0,136,3,58.5,2,1,1,211,Hibernating
14388.0,8,228,3488.16,5,5,5,555,Champions
14389.0,60,42,854.55,3,3,3,333,Need_Attention
14390.0,8,205,1747.0100000000002,5,5,4,554,Champions
14391.0,212,14,135.60000000000002,1,1,1,111,Hibernating
14392.0,68,14,266.4,3,1,2,312,About_to_Sleep
14394.0,200,6,93.8,1,1,1,111,Hibernating
14395.0,8,467,4700.300000000001,5,5,5,555,Champions
14396.0,7,218,1633.94,5,5,4,554,Champions
14398.0,37,53,707.7899999999998,3,3,3,333,Need_Attention
14399.0,30,193,2113.16,4,5,4,454,Loyal_Customers
14400.0,44,48,1157.77,3,3,4,334,Need_Attention
14401.0,60,84,2744.42,3,4,5,345,Loyal_Customers
14402.0,288,8,285.6,1,1,2,112,Hibernating
14403.0,225,5,404.69999999999993,1,1,2,112,Hibernating
14404.0,5,108,1424.79,5,4,4,544,Champions
14405.0,22,2,195.0,4,1,1,411,Promising
14408.0,107,22,1503.2399999999998,2,2,4,224,Hibernating
14409.0,4,52,1696.6400000000003,5,3,4,534,Potential_Loyalists
14410.0,12,200,1546.07,5,5,4,554,Champions
14412.0,60,41,656.16,3,3,3,333,Need_Attention
14413.0,46,76,647.6700000000003,3,4,3,343,Loyal_Customers
14414.0,10,21,902.3499999999999,5,2,3,523,Potential_Loyalists
14415.0,15,671,6191.32,5,5,5,555,Champions
14417.0,23,137,604.2,4,5,3,453,Loyal_Customers
14419.0,18,23,202.85,4,2,1,421,Potential_Loyalists
14420.0,32,64,1251.65,4,4,4,444,Loyal_Customers
14421.0,148,69,1656.26,2,4,4,244,At_Risk
14422.0,10,330,6007.880000000001,5,5,5,555,Champions
14423.0,73,12,651.41,2,1,3,213,Hibernating
14425.0,70,39,661.3899999999998,3,3,3,333,Need_Attention
14426.0,39,380,7246.2699999999995,3,5,5,355,Loyal_Customers
14427.0,130,27,900.18,2,2,3,223,Hibernating
14429.0,39,22,516.2800000000001,3,2,3,323,About_to_Sleep
14430.0,147,35,1220.9000000000003,2,3,4,234,At_Risk
14431.0,15,64,2143.8399999999997,5,4,4,544,Champions
14433.0,101,77,289.59999999999997,2,4,2,242,At_Risk
14435.0,137,3,90.42,2,1,1,211,Hibernating
14436.0,189,2,182.64000000000001,1,1,1,111,Hibernating
14437.0,1,43,895.84,5,3,3,533,Potential_Loyalists
14439.0,79,97,6781.8,2,4,5,245,At_Risk
14440.0,1,86,4281.049999999999,5,4,5,545,Champions
14441.0,10,103,2898.8,5,4,5,545,Champions
14442.0,50,120,3777.2000000000003,3,4,5,345,Loyal_Customers
14443.0,4,60,966.2700000000001,5,3,3,533,Potential_Loyalists
14444.0,92,13,132.04,2,1,1,211,Hibernating
14445.0,91,32,221.64999999999998,2,2,1,221,Hibernating
14446.0,22,46,201.73,4,3,1,431,Potential_Loyalists
14447.0,36,36,548.5,4,3,3,433,Potential_Loyalists
14449.0,8,288,1575.7,5,5,4,554,Champions
14450.0,15,36,645.19,5,3,3,533,Potential_Loyalists
14451.0,25,413,2646.18,4,5,5,455,Loyal_Customers
14452.0,31,70,401.1499999999999,4,4,2,442,Loyal_Customers
14454.0,12,110,977.3,5,4,3,543,Champions
14455.0,68,79,628.2099999999999,3,4,3,343,Loyal_Customers
14458.0,16,49,237.42,4,3,1,431,Potential_Loyalists
14459.0,287,76,3537.821,1,4,5,145,At_Risk
14460.0,32,26,659.1600000000001,4,2,3,423,Potential_Loyalists
14461.0,18,468,4610.4400000000005,4,5,5,455,Loyal_Customers
14462.0,68,49,265.99,3,3,2,332,Need_Attention
14463.0,135,2,256.95,2,1,2,212,Hibernating
14464.0,204,4,110.99999999999999,1,1,1,111,Hibernating
14465.0,64,70,2887.4100000000008,3,4,5,345,Loyal_Customers
14466.0,8,144,2374.5,5,5,5,555,Champions
14467.0,25,218,1622.23,4,5,4,454,Loyal_Customers
14468.0,369,12,204.24000000000004,1,1,1,111,Hibernating
14469.0,52,147,2112.21,3,5,4,354,Loyal_Customers
14470.0,66,17,250.84999999999997,3,2,1,321,About_to_Sleep
14471.0,227,41,400.95000000000005,1,3,2,132,At_Risk
14472.0,325,52,291.38,1,3,2,132,At_Risk
14474.0,215,103,730.4200000000001,1,4,3,143,At_Risk
14475.0,44,6,225.3,3,1,1,311,About_to_Sleep
14477.0,72,4,660.0,2,1,3,213,Hibernating
14478.0,18,68,1276.6600000000003,4,4,4,444,Loyal_Customers
14479.0,1,131,982.8600000000001,5,5,3,553,Champions
14480.0,38,52,1020.4700000000001,3,3,4,334,Need_Attention
14481.0,43,122,1674.98,3,4,4,344,Loyal_Customers
14482.0,15,109,2289.76,5,4,5,545,Champions
14483.0,372,4,120.0,1,1,1,111,Hibernating
14484.0,37,39,749.0599999999998,3,3,3,333,Need_Attention
14486.0,147,6,175.5,2,1,1,211,Hibernating
14487.0,4,46,257.28,5,3,2,532,Potential_Loyalists
14489.0,73,70,1111.55,2,4,4,244,At_Risk
14490.0,42,80,1273.47,3,4,4,344,Loyal_Customers
14491.0,8,4,127.2,5,1,1,511,New_Customers
14492.0,66,92,1921.9099999999999,3,4,4,344,Loyal_Customers
14493.0,26,244,2746.91,4,5,5,455,Loyal_Customers
14494.0,37,10,261.9,3,1,2,312,About_to_Sleep
14495.0,295,1,51.0,1,1,1,111,Hibernating
14496.0,9,92,2129.42,5,4,4,544,Champions
14497.0,309,11,221.69,1,1,1,111,Hibernating
14498.0,37,178,1953.95,3,5,4,354,Loyal_Customers
14499.0,10,125,1323.6500000000003,5,4,4,544,Champions
14505.0,40,809,6096.200000000001,3,5,5,355,Loyal_Customers
14506.0,5,156,1278.5,5,5,4,554,Champions
14507.0,14,171,1901.2500000000002,5,5,4,554,Champions
14508.0,12,131,598.52,5,5,3,553,Champions
14509.0,170,25,110.95000000000002,2,2,1,221,Hibernating
14510.0,11,78,1007.2800000000001,5,4,4,544,Champions
14512.0,19,57,948.19,4,3,3,433,Potential_Loyalists
14513.0,72,7,332.4200000000001,2,1,2,212,Hibernating
14514.0,72,267,3543.63,2,5,5,255,Cant_Loose
14515.0,23,75,1647.17,4,4,4,444,Loyal_Customers
14516.0,152,37,163.92,2,3,1,231,At_Risk
14519.0,319,39,206.09,1,3,1,131,At_Risk
14521.0,127,17,199.45,2,2,1,221,Hibernating
14522.0,231,29,784.08,1,2,3,123,Hibernating
14524.0,45,125,1066.0300000000002,3,4,4,344,Loyal_Customers
14525.0,64,252,3908.4399999999996,3,5,5,355,Loyal_Customers
14526.0,25,42,262.40000000000003,4,3,2,432,Potential_Loyalists
14527.0,1,1729,19283.48,5,5,5,555,Champions
14530.0,32,269,3271.49,4,5,5,455,Loyal_Customers
14531.0,115,29,376.34,2,2,2,222,Hibernating
14532.0,47,254,2926.33,3,5,5,355,Loyal_Customers
14533.0,43,27,1516.6499999999999,3,2,4,324,About_to_Sleep
14534.0,33,212,1824.06,4,5,4,454,Loyal_Customers
14535.0,31,515,3166.54,4,5,5,455,Loyal_Customers
14537.0,259,13,285.84,1,1,2,112,Hibernating
14538.0,166,33,982.59,2,3,3,233,At_Risk
14540.0,15,197,2799.08,5,5,5,555,Champions
14541.0,52,70,1038.03,3,4,4,344,Loyal_Customers
14543.0,16,145,11276.44,4,5,5,455,Loyal_Customers
14544.0,106,78,957.98,2,4,3,243,At_Risk
14545.0,310,23,349.25,1,2,2,122,Hibernating
14546.0,12,396,2619.81,5,5,5,555,Champions
14548.0,120,109,1974.69,2,4,4,244,At_Risk
14549.0,56,88,627.31,3,4,3,343,Loyal_Customers
14550.0,24,50,587.6899999999999,4,3,3,433,Potential_Loyalists
14551.0,47,70,693.8100000000001,3,4,3,343,Loyal_Customers
14552.0,16,99,346.21000000000004,4,4,2,442,Loyal_Customers
14553.0,47,187,982.27,3,5,3,353,Loyal_Customers
14555.0,17,98,1991.49,4,4,4,444,Loyal_Customers
14556.0,232,203,835.3399999999999,1,5,3,153,Cant_Loose
14558.0,290,15,655.5,1,1,3,113,Hibernating
14559.0,26,2,75.6,4,1,1,411,Promising
14560.0,15,126,3876.2599999999998,5,4,5,545,Champions
14562.0,26,188,1654.6300000000003,4,5,4,454,Loyal_Customers
14563.0,145,115,679.4400000000003,2,4,3,243,At_Risk
14564.0,70,107,2605.6200000000003,3,4,5,345,Loyal_Customers
14565.0,109,33,760.0999999999999,2,3,3,233,At_Risk
14566.0,53,12,2660.0,3,1,5,315,About_to_Sleep
14568.0,71,47,919.7000000000003,3,3,3,333,Need_Attention
14569.0,88,23,371.59000000000003,2,2,2,222,Hibernating
14570.0,79,39,395.69,2,3,2,232,At_Risk
14571.0,61,31,161.65,3,2,1,321,About_to_Sleep
14572.0,53,256,2782.34,3,5,5,355,Loyal_Customers
14573.0,8,163,968.0,5,5,3,553,Champions
14574.0,368,11,143.7,1,1,1,111,Hibernating
14575.0,124,74,460.71000000000004,2,4,2,242,At_Risk
14576.0,8,1,35.400000000000006,5,1,1,511,New_Customers
14577.0,30,62,514.54,4,4,3,443,Loyal_Customers
14579.0,68,25,105.56,3,2,1,321,About_to_Sleep
14580.0,154,1,14.850000000000001,2,1,1,211,Hibernating
14581.0,180,48,295.2,1,3,2,132,At_Risk
14583.0,19,176,728.48,4,5,3,453,Loyal_Customers
14584.0,57,121,705.6500000000001,3,4,3,343,Loyal_Customers
14585.0,18,82,986.22,4,4,3,443,Loyal_Customers
